49.72.35.100,50533
114.218.45.12,49529
117.86.164.253,49720
113.209.100.110,50161
103.246.38.196,63623
199.91.135.164,60339
8.28.16.254,11514
199.91.135.164,35798
114.88.255.193,33604
101.228.62.54,56561
